DealerID,NewUsed,Year,Make,Model,ExteriorColor,InteriorColor,EngineCylinders,Trim,SellingPrice,Miles,MPG(Miles per gallon),FuelType,website Link for more details,Car Features,website Link for images
2013,USED,2021,Ram,1500,Bright White Clearcoat,Black,6,"Big Horn 4x4 Crew Cab 5'7"" Box",42812,27089,22,Gasoline,https://www.pinebeltcjdr.com/,"Heavy Toeing truck, Pickup truck",https://roanoke.com/vehicles/vehicle/car/truck/2021-bright-white-clear-coat-ram-1500/vehicle_63f4433f-1016-53e0-867d-c0e1270941eb.html
2013,NEW,2022,Ram,1500,Granite Crystal Metallic Clearcoat,Black,6,"Big Horn 4x4 Crew Cab 5'7"" Box",51392,77,24,Gasoline,https://www.pinebeltcjdr.com/,"Heavy Toeing truck, Pickup truck",https://roanoke.com/vehicles/vehicle/car/truck/2020-granite-crystal-metallic-clearcoat-ram-1500/vehicle_b41da8d7-cc15-53b6-90ee-b01f1f5bbcbe.html
2013,NEW,2022,Jeep,Grand Cherokee 4xe,Bright White Clearcoat,Global Black,4,Summit 4x4,72577,13,25,Hybrid,https://www.pinebeltcjdr.com/,"Hybrid engine, fuel efficient, offroad and light toeing",
2013,NEW,2022,Chrysler,Pacifica,Bright White Clearcoat,Black,6,Hybrid Touring L FWD,46615,12,25,Hybrid,https://www.pinebeltcjdr.com/,"Big family car, long distance travel",
2013,NEW,2022,Jeep,Grand Cherokee 4xe,Bright White Clearcoat,Global Black,4,4x4,62862,5,25,Hybrid,https://www.pinebeltcjdr.com/,"Hybrid engine, fuel efficient, offroad and light toeing",
2013,NEW,2022,Ram,1500,Bright White Clearcoat,Black,6,"Big Horn 4x4 Quad Cab 6'4"" Box",50902,10,24,Gasoline,https://www.pinebeltcjdr.com/,"Heavy Toeing truck, Pickup truck",https://roanoke.com/vehicles/vehicle/car/truck/2021-bright-white-clear-coat-ram-1500/vehicle_63f4433f-1016-53e0-867d-c0e1270941eb.html
2013,NEW,2022,Jeep,Grand Cherokee 4xe,Hydro Blue Pearlcoat,Global Black,4,Summit Reserve 4x4,77977,0,25,Hybrid,https://www.pinebeltcjdr.com/,"Hybrid engine, fuel efficient, offroad and light toeing",
2013,NEW,2022,Jeep,Grand Cherokee 4xe,Midnight Sky,Global Black,4,Summit Reserve 4x4,77977,97,25,Hybrid,https://www.pinebeltcjdr.com/,"Hybrid engine, fuel efficient, offroad and light toeing",
2013,NEW,2021,Ram,1500,Bright White Clearcoat,Black,6,"Big Horn 4x4 Crew Cab 5'7"" Box",53930,5,22,Gasoline,https://www.pinebeltcjdr.com/,"Heavy Toeing truck, Pickup truck",https://roanoke.com/vehicles/vehicle/car/truck/2021-bright-white-clear-coat-ram-1500/vehicle_63f4433f-1016-53e0-867d-c0e1270941eb.html
2013,NEW,2022,Chrysler,Pacifica,Bright White Clearcoat,Black/Alloy/Black,6,Touring L FWD,40245,4597,28,Gasoline,https://www.pinebeltcjdr.com/,"Big family car, long distance travel",
2013,NEW,2022,Chrysler,Pacifica,Bright White Clearcoat,Black,6,Hybrid Touring L FWD,46615,0,25,Hybrid,https://www.pinebeltcjdr.com/,"Big family car, long distance travel",
2013,NEW,2022,Chrysler,Pacifica,Fathom Blue Pearlcoat,Black,6,Hybrid Touring L FWD,47110,5,25,Hybrid,https://www.pinebeltcjdr.com/,"Big family car, long distance travel",
2013,NEW,2022,Chrysler,Pacifica,Ceramic Gray Clearcoat,Black,6,Hybrid Touring L FWD,47110,6,25,Hybrid,https://www.pinebeltcjdr.com/,"Big family car, long distance travel",
2013,NEW,2022,Ram,1500,Billet Silver Metallic Clearcoat,Black,8,"Limited 4x4 Crew Cab 5'7"" Box",75595,381,21,Gasoline,https://www.pinebeltcjdr.com/,"Heavy Toeing truck, Pickup truck",https://www.parischevrolet.com/PreOwned-Vehicle/230377A/Billet-Silver-Metallic-Clearcoat-4x4-4WD-2022-Ram-1500-Big-Horn-Lone-Star-Used-Truck-For-Sale-Paris-Texas
2013,USED,2022,Jeep,Grand Cherokee 4xe,Midnight Sky,Global Black,4,Summit Reserve 4x4,75160,2173,25,Hybrid,https://www.pinebeltcjdr.com/,"Hybrid engine, fuel efficient, offroad and light toeing",
2013,NEW,2022,Jeep,Compass,Sting-Gray Clearcoat,Black,4,Limited 4x4,34227,12,30,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2022,Jeep,Compass,Diamond Black Crystal Pearlcoat,Black,4,Latitude Lux,31977,12,30,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Grand Cherokee 4xe,Bright White Clearcoat,Global Black,4,Overland 4x4,69742,5,25,Hybrid,https://www.pinebeltcjdr.com/,"Hybrid engine, fuel efficient, offroad and light toeing",
2013,NEW,2023,Jeep,Grand Cherokee 4xe,Bright White Clearcoat,Global Black,4,Overland 4x4,69742,15,25,Hybrid,https://www.pinebeltcjdr.com/,"Hybrid engine, fuel efficient, offroad and light toeing",
2013,NEW,2023,Jeep,Wrangler 4xe,Granite Crystal Metallic Clearcoat,Black,4,4x4,60052,8,25,Hybrid,https://www.pinebeltcjdr.com/,"Adventure, off road",
2013,NEW,2023,Jeep,Grand Cherokee 4xe,Bright White Clearcoat,Global Black,4,4x4,63862,12,25,Hybrid,https://www.pinebeltcjdr.com/,"Hybrid engine, fuel efficient, offroad and light toeing",
2013,NEW,2023,Ram,1500,Bright White Clearcoat,Black,8,"Big Horn 4x4 Crew Cab 6'4"" Box",57277,105,22,Gasoline,https://www.pinebeltcjdr.com/,"Heavy Toeing truck, Pickup truck",https://roanoke.com/vehicles/vehicle/car/truck/2021-bright-white-clear-coat-ram-1500/vehicle_63f4433f-1016-53e0-867d-c0e1270941eb.html
2013,NEW,2023,Jeep,Wrangler 4xe,White Knuckle Clearcoat,Black,4,4x4,59557,15,25,Hybrid,https://www.pinebeltcjdr.com/,"Adventure, off road",
2013,NEW,2023,Ram,1500,Bright White Clearcoat,Black,8,"Limited 4x4 Crew Cab 5'7"" Box",83572,9,29,Diesel,https://www.pinebeltcjdr.com/,"Heavy Toeing truck, Pickup truck",https://roanoke.com/vehicles/vehicle/car/truck/2021-bright-white-clear-coat-ram-1500/vehicle_63f4433f-1016-53e0-867d-c0e1270941eb.html
2013,NEW,2023,Jeep,Wrangler 4xe,Sarge Green Clearcoat,Black,4,4x4,60052,12,25,Hybrid,https://www.pinebeltcjdr.com/,"Adventure, off road",
2013,NEW,2023,Jeep,Grand Cherokee 4xe,Bright White Clearcoat,Global Black,4,4x4,63862,5,25,Hybrid,https://www.pinebeltcjdr.com/,"Hybrid engine, fuel efficient, offroad and light toeing",
2013,NEW,2023,Ram,1500,Bright White Clearcoat,Black,6,"Rebel 4x4 Crew Cab 5'7"" Box",72217,18,22,Gasoline,https://www.pinebeltcjdr.com/,"Heavy Toeing truck, Pickup truck",https://roanoke.com/vehicles/vehicle/car/truck/2021-bright-white-clear-coat-ram-1500/vehicle_63f4433f-1016-53e0-867d-c0e1270941eb.html
2013,NEW,2023,Ram,1500,Diamond Black Crystal Pearlcoat,Black,6,"Big Horn 4x4 Crew Cab 5'7"" Box",54982,8,24,Gasoline,https://www.pinebeltcjdr.com/,"Heavy Toeing truck, Pickup truck",
2013,NEW,2023,Jeep,Compass,Bright White Clearcoat,Black,4,Latitude 4x4,33297,13,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Compass,Bright White Clearcoat,Black,4,Latitude 4x4,33297,5,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
2013,NEW,2023,Jeep,Compass,Bright White Clearcoat,Black,4,Latitude 4x4,33297,7,32,Gasoline,https://www.pinebeltcjdr.com/,"off road capability, compact SUV, affordable price",
